0,5
0,4
0,0
1,1
3,2
3,5
3,6
4,4
4,5
5,6
5,8
5,10
7,9
8,9
8,8
8,12
9,9
7,4
9,10
9,12
9,14
10,12
10,11
11,6
11,8
11,10
12,11
12,8
13,7
13,9
13,7
14,5
14,8
14,11
15,5
15,8
15,14
16,10
17,6
18,5
19,11
24,5
